,Comp,Height,Points,Salary
4905,8.0,79.0,44.0,0.0
4906,9.0,78.0,48.0,0.0
4907,9.0,75.0,51.0,0.0
4908,8.0,78.0,40.0,0.0
4909,10.0,78.0,44.0,0.0
4910,8.0,80.0,43.0,0.0
4911,7.0,78.0,32.0,0.0
4912,9.0,74.0,38.0,0.0
4913,10.0,71.0,52.0,0.0
4914,8.0,77.0,44.0,0.0
4915,10.0,78.0,56.0,717588.0
4916,10.0,74.0,43.0,0.0
4917,7.0,77.0,33.0,0.0
4918,9.0,75.0,60.0,0.0
4919,10.0,80.0,42.0,0.0
4920,7.0,74.0,34.0,0.0
4921,9.0,79.0,43.0,0.0
4922,9.0,75.0,49.0,0.0
4923,9.0,76.0,34.0,0.0
4924,7.0,73.0,32.0,0.0
4925,8.0,76.0,38.0,0.0
4926,8.0,72.0,38.0,0.0
4927,8.0,79.0,31.0,0.0
4928,9.0,77.0,30.0,0.0
4929,10.0,73.0,38.0,0.0
4930,8.0,79.0,41.0,0.0
4931,9.0,78.0,54.0,0.0
4932,10.0,76.0,50.0,0.0
4933,8.0,77.0,41.0,0.0
4934,8.0,77.0,31.0,0.0
4935,8.0,72.0,60.0,0.0
4936,8.0,79.0,42.0,0.0
4937,7.0,78.0,54.0,0.0
4938,8.0,76.0,25.0,0.0
4939,9.0,77.0,38.0,0.0
4940,8.0,79.0,39.0,0.0
4941,8.0,75.0,43.0,0.0
4942,8.0,74.0,31.0,0.0
4943,9.0,79.0,27.0,0.0
4944,8.0,77.0,22.0,0.0
4945,9.0,74.0,43.0,0.0
4946,9.0,74.0,38.0,0.0
4947,10.0,81.0,31.0,608249.0
4948,9.0,74.0,35.0,0.0
4949,8.0,76.0,36.0,0.0
4950,8.0,77.0,39.0,0.0
4951,10.0,77.0,16.0,0.0
4952,8.0,76.0,57.0,0.0
4953,8.0,77.0,47.0,0.0
4954,7.0,76.0,32.0,0.0
4955,9.0,77.0,19.0,0.0
4956,8.0,75.0,17.0,0.0
4957,9.0,78.0,31.0,0.0
4958,10.0,73.0,50.0,0.0
4959,8.0,76.0,52.0,0.0
4960,8.0,75.0,37.0,0.0
4961,10.0,74.0,31.0,0.0
4962,8.0,74.0,20.0,0.0
4963,7.0,72.0,32.0,0.0
4964,7.0,76.0,40.0,0.0
4965,10.0,73.0,57.0,557232.0
4966,8.0,75.0,41.0,0.0
4967,9.0,76.0,44.0,0.0
4968,8.0,74.0,52.0,0.0
4969,7.0,79.0,40.0,0.0
4970,7.0,75.0,34.0,0.0
4971,9.0,74.0,43.0,0.0
4972,8.0,74.0,32.0,0.0
4973,7.0,76.0,44.0,0.0
4974,8.0,75.0,15.0,0.0
4975,8.0,78.0,40.0,0.0
4976,9.0,74.0,44.0,0.0
4977,8.0,78.0,37.0,0.0
4978,9.0,76.0,56.0,0.0
4979,8.0,74.0,49.0,0.0
4980,7.0,75.0,49.0,0.0
4981,7.0,78.0,27.0,0.0
4982,7.0,76.0,41.0,0.0
4983,9.0,78.0,36.0,0.0
4984,8.0,76.0,31.0,0.0
4985,9.0,76.0,51.0,0.0
4986,10.0,76.0,36.0,0.0
4987,8.0,78.0,37.0,0.0
4988,8.0,75.0,50.0,0.0
4989,10.0,76.0,38.0,0.0
4990,9.0,77.0,43.0,0.0
4991,9.0,77.0,42.0,0.0
4992,9.0,73.0,34.0,0.0
4993,8.0,75.0,54.0,0.0
4994,7.0,78.0,32.0,0.0
4995,9.0,76.0,35.0,0.0
4996,8.0,78.0,35.0,0.0
4997,7.0,77.0,33.0,0.0
4998,8.0,75.0,25.0,0.0
4999,10.0,76.0,46.0,546116.0
5000,9.0,76.0,46.0,0.0
5001,9.0,74.0,37.0,0.0
5002,9.0,76.0,25.0,0.0
5003,9.0,74.0,55.0,0.0
5004,8.0,80.0,25.0,0.0
5005,9.0,79.0,49.0,0.0
5006,7.0,73.0,33.0,0.0
5007,9.0,77.0,37.0,0.0
5008,7.0,77.0,44.0,0.0
5009,8.0,77.0,40.0,0.0
5010,9.0,77.0,41.0,0.0
5011,9.0,78.0,43.0,450372.0
5012,9.0,78.0,30.0,0.0
5013,7.0,75.0,28.0,0.0
5014,8.0,74.0,38.0,0.0
5015,9.0,77.0,42.0,0.0
5016,9.0,77.0,52.0,568251.0
5017,10.0,75.0,44.0,0.0
5018,9.0,76.0,39.0,0.0
5019,8.0,78.0,16.0,0.0
5020,8.0,76.0,26.0,0.0
5021,7.0,79.0,40.0,0.0
5022,8.0,74.0,36.0,0.0
5023,9.0,74.0,35.0,0.0
5024,9.0,76.0,32.0,0.0
5025,8.0,74.0,55.0,0.0
5026,8.0,77.0,46.0,0.0
5027,8.0,77.0,45.0,0.0
5028,8.0,75.0,35.0,0.0
5029,10.0,72.0,48.0,0.0
5030,8.0,75.0,46.0,0.0
5031,8.0,76.0,36.0,0.0
5032,9.0,78.0,41.0,0.0
5033,8.0,76.0,41.0,0.0
5034,8.0,79.0,48.0,0.0
5035,8.0,76.0,52.0,0.0
5036,9.0,76.0,45.0,0.0
5037,10.0,76.0,46.0,0.0
5038,9.0,78.0,40.0,0.0
5039,8.0,79.0,51.0,0.0
5040,7.0,77.0,55.0,0.0
5041,9.0,77.0,58.0,0.0
5042,9.0,74.0,42.0,0.0
5043,8.0,74.0,43.0,0.0
5044,9.0,77.0,31.0,0.0
5045,8.0,77.0,35.0,0.0
5046,9.0,76.0,26.0,0.0
5047,10.0,78.0,46.0,1002474.0
5048,7.0,77.0,58.0,0.0
5049,7.0,77.0,53.0,0.0
5050,9.0,77.0,42.0,0.0
5051,8.0,73.0,34.0,0.0
5052,8.0,78.0,46.0,0.0
5053,10.0,73.0,34.0,0.0
5054,10.0,76.0,45.0,466413.0
5055,8.0,79.0,27.0,0.0
5056,8.0,76.0,34.0,0.0
5057,9.0,80.0,31.0,0.0
5058,7.0,80.0,52.0,0.0
5059,9.0,79.0,53.0,503307.0
5060,9.0,76.0,61.0,426343.0
5061,9.0,75.0,46.0,0.0
5062,10.0,76.0,40.0,0.0
5063,9.0,73.0,41.0,0.0
5064,8.0,74.0,47.0,0.0
5065,9.0,78.0,48.0,0.0
5066,10.0,78.0,25.0,0.0
5067,9.0,78.0,33.0,0.0
5068,9.0,76.0,46.0,0.0
5069,9.0,78.0,23.0,0.0
5070,8.0,78.0,26.0,0.0
5071,10.0,79.0,44.0,634204.0
5072,9.0,76.0,31.0,0.0
5073,8.0,74.0,35.0,0.0
5074,8.0,71.0,43.0,0.0
5075,8.0,78.0,51.0,0.0
5076,7.0,75.0,29.0,0.0
5077,8.0,77.0,51.0,0.0
5078,9.0,76.0,34.0,0.0
5079,8.0,74.0,32.0,0.0
5080,10.0,76.0,35.0,0.0
5081,10.0,77.0,55.0,578724.0
5082,10.0,75.0,49.0,0.0
5083,9.0,70.0,40.0,0.0
5084,10.0,76.0,44.0,864422.0
5085,9.0,81.0,25.0,0.0
5086,8.0,72.0,62.0,0.0
5087,7.0,75.0,34.0,0.0
5088,8.0,72.0,42.0,0.0
5089,10.0,77.0,21.0,0.0
5090,8.0,76.0,48.0,0.0
5091,7.0,77.0,47.0,0.0
5092,8.0,74.0,51.0,0.0
5093,10.0,74.0,39.0,0.0
5094,8.0,76.0,45.0,0.0
5095,7.0,78.0,34.0,0.0
5096,7.0,75.0,52.0,0.0
5097,8.0,74.0,32.0,0.0
5098,8.0,76.0,39.0,0.0
5099,7.0,75.0,23.0,0.0
5100,7.0,77.0,46.0,0.0
5101,9.0,74.0,55.0,0.0
5102,9.0,78.0,53.0,0.0
5103,9.0,75.0,38.0,0.0
5104,9.0,73.0,42.0,0.0
5105,7.0,77.0,27.0,0.0
5106,8.0,77.0,43.0,0.0
5107,8.0,72.0,61.0,0.0
5108,8.0,78.0,38.0,0.0
5109,8.0,74.0,40.0,0.0
5110,8.0,75.0,33.0,0.0
5111,8.0,78.0,43.0,0.0
5112,10.0,75.0,52.0,0.0
5113,8.0,79.0,50.0,0.0
5114,9.0,75.0,47.0,0.0
5115,8.0,79.0,37.0,0.0
5116,8.0,76.0,45.0,0.0
5117,9.0,76.0,46.0,0.0
5118,8.0,77.0,32.0,0.0
5119,8.0,75.0,29.0,0.0
5120,8.0,78.0,24.0,0.0
5121,9.0,70.0,44.0,0.0
5122,9.0,75.0,49.0,0.0
5123,10.0,80.0,53.0,853416.0
5124,8.0,79.0,43.0,0.0
5125,8.0,79.0,49.0,0.0
5126,8.0,77.0,52.0,0.0
5127,9.0,80.0,38.0,0.0
5128,9.0,75.0,46.0,0.0
5129,8.0,76.0,40.0,0.0
5130,9.0,75.0,51.0,0.0
5131,9.0,78.0,48.0,0.0
5132,8.0,75.0,38.0,0.0
5133,8.0,78.0,24.0,0.0
5134,9.0,77.0,38.0,0.0
5135,8.0,79.0,29.0,0.0
5136,9.0,74.0,45.0,0.0
5137,9.0,75.0,41.0,0.0
5138,8.0,72.0,38.0,0.0
5139,9.0,74.0,24.0,0.0
5140,8.0,72.0,29.0,0.0
5141,10.0,76.0,53.0,0.0
5142,9.0,75.0,29.0,0.0
5143,9.0,74.0,57.0,0.0
5144,8.0,79.0,38.0,0.0
5145,7.0,77.0,31.0,0.0
5146,8.0,76.0,40.0,0.0
5147,8.0,77.0,36.0,0.0
5148,10.0,75.0,27.0,0.0
5149,7.0,77.0,51.0,0.0
5150,9.0,74.0,31.0,0.0
5151,10.0,79.0,37.0,0.0
5152,8.0,74.0,52.0,0.0
5153,8.0,76.0,43.0,0.0
5154,9.0,76.0,35.0,0.0
5155,9.0,76.0,29.0,0.0
5156,9.0,82.0,46.0,0.0
5157,8.0,75.0,45.0,0.0
5158,9.0,74.0,54.0,0.0
5159,9.0,76.0,39.0,0.0
5160,8.0,79.0,48.0,0.0
5161,10.0,75.0,51.0,0.0
5162,9.0,78.0,23.0,0.0
5163,9.0,75.0,21.0,0.0
5164,9.0,80.0,48.0,0.0
5165,8.0,78.0,28.0,0.0
5166,8.0,74.0,36.0,0.0
5167,8.0,77.0,35.0,0.0
5168,7.0,76.0,36.0,0.0
5169,7.0,74.0,48.0,0.0
5170,9.0,77.0,53.0,0.0
5171,8.0,77.0,42.0,0.0
5172,8.0,78.0,42.0,0.0
5173,8.0,78.0,42.0,0.0
5174,8.0,74.0,44.0,0.0
5175,10.0,73.0,45.0,0.0
5176,10.0,75.0,33.0,0.0
5177,7.0,76.0,36.0,0.0
5178,8.0,77.0,34.0,0.0
5179,9.0,74.0,27.0,0.0
5180,8.0,77.0,33.0,0.0
5181,9.0,75.0,21.0,0.0
5182,8.0,76.0,54.0,0.0
5183,10.0,75.0,49.0,0.0
5184,8.0,75.0,35.0,0.0
5185,8.0,76.0,46.0,0.0
5186,10.0,76.0,44.0,0.0
5187,10.0,77.0,43.0,887389.0
5188,9.0,76.0,42.0,0.0
5189,8.0,79.0,52.0,0.0
5190,7.0,75.0,43.0,0.0
5191,9.0,73.0,23.0,0.0
5192,9.0,79.0,20.0,0.0
5193,9.0,79.0,37.0,0.0
5194,9.0,77.0,40.0,0.0
5195,8.0,74.0,41.0,0.0
5196,8.0,74.0,35.0,0.0
5197,9.0,79.0,44.0,0.0
5198,9.0,76.0,54.0,0.0
5199,9.0,74.0,48.0,0.0
5200,7.0,78.0,45.0,0.0
5201,7.0,77.0,32.0,0.0
5202,8.0,72.0,35.0,0.0
5203,7.0,78.0,38.0,0.0
5204,8.0,74.0,38.0,0.0
5205,9.0,74.0,50.0,0.0
5206,10.0,79.0,48.0,744475.0
5207,9.0,76.0,31.0,0.0
5208,9.0,77.0,54.0,0.0
5209,8.0,75.0,27.0,0.0
5210,9.0,76.0,45.0,0.0
5211,9.0,75.0,34.0,0.0
5212,8.0,77.0,33.0,0.0
5213,10.0,76.0,29.0,0.0
5214,10.0,75.0,36.0,0.0
5215,10.0,76.0,36.0,0.0
5216,10.0,76.0,49.0,0.0
5217,8.0,75.0,53.0,0.0
5218,7.0,75.0,30.0,0.0
5219,9.0,74.0,44.0,0.0
5220,8.0,77.0,64.0,0.0
5221,9.0,78.0,43.0,0.0
5222,8.0,75.0,30.0,0.0
5223,9.0,78.0,26.0,0.0
5224,10.0,78.0,33.0,0.0
5225,9.0,77.0,31.0,0.0
5226,8.0,77.0,32.0,0.0
5227,9.0,80.0,42.0,0.0
5228,7.0,73.0,52.0,0.0
5229,9.0,75.0,19.0,0.0
5230,7.0,78.0,49.0,0.0
5231,9.0,75.0,53.0,0.0
5232,9.0,72.0,46.0,0.0
5233,8.0,76.0,39.0,0.0
5234,8.0,79.0,41.0,0.0
5235,7.0,75.0,33.0,0.0
5236,9.0,75.0,44.0,0.0
5237,9.0,74.0,43.0,0.0
5238,8.0,75.0,40.0,0.0
5239,8.0,75.0,29.0,0.0
5240,9.0,80.0,20.0,0.0
5241,8.0,77.0,43.0,0.0
5242,8.0,72.0,29.0,0.0
5243,10.0,80.0,35.0,0.0
5244,9.0,81.0,42.0,0.0
5245,7.0,73.0,44.0,0.0
5246,8.0,80.0,51.0,0.0
5247,8.0,77.0,43.0,0.0
5248,10.0,80.0,43.0,996784.0
5249,9.0,74.0,43.0,0.0
5250,10.0,76.0,39.0,0.0
5251,10.0,77.0,43.0,0.0
5252,10.0,76.0,23.0,0.0
5253,10.0,76.0,39.0,0.0
5254,8.0,78.0,54.0,0.0
5255,7.0,81.0,51.0,0.0
5256,8.0,78.0,41.0,0.0
5257,7.0,74.0,42.0,0.0
5258,9.0,74.0,20.0,0.0
5259,8.0,74.0,37.0,0.0
5260,9.0,78.0,43.0,0.0
5261,9.0,74.0,22.0,0.0
5262,8.0,75.0,38.0,0.0
5263,9.0,76.0,46.0,0.0
5264,9.0,75.0,34.0,0.0
5265,10.0,75.0,64.0,911112.0
5266,8.0,77.0,38.0,0.0
5267,7.0,81.0,32.0,0.0
5268,7.0,76.0,52.0,0.0
5269,9.0,79.0,39.0,0.0
5270,9.0,77.0,54.0,561182.0
5271,10.0,75.0,34.0,0.0
5272,8.0,74.0,38.0,0.0
5273,9.0,78.0,35.0,0.0
5274,9.0,73.0,48.0,0.0
5275,7.0,75.0,38.0,0.0
5276,10.0,77.0,40.0,1202519.0
5277,9.0,76.0,44.0,0.0
5278,8.0,76.0,26.0,0.0
5279,9.0,73.0,39.0,0.0
5280,8.0,74.0,36.0,0.0
5281,8.0,78.0,33.0,0.0
5282,8.0,78.0,50.0,0.0
5283,9.0,76.0,31.0,0.0
5284,8.0,77.0,47.0,0.0
5285,9.0,80.0,57.0,720439.0
5286,7.0,71.0,35.0,0.0
5287,10.0,74.0,44.0,0.0
5288,8.0,78.0,20.0,0.0
5289,9.0,73.0,51.0,0.0
5290,8.0,77.0,29.0,0.0
5291,10.0,78.0,47.0,630545.0
5292,9.0,78.0,45.0,0.0
5293,8.0,76.0,33.0,0.0
5294,10.0,75.0,42.0,0.0
5295,10.0,76.0,49.0,0.0
5296,8.0,73.0,52.0,0.0
5297,10.0,77.0,41.0,0.0
5298,9.0,75.0,58.0,0.0
5299,10.0,78.0,38.0,0.0
5300,7.0,80.0,45.0,0.0
5301,9.0,77.0,38.0,0.0
5302,9.0,74.0,40.0,0.0
5303,9.0,75.0,42.0,0.0
5304,8.0,79.0,44.0,0.0
5305,8.0,74.0,31.0,0.0
5306,7.0,73.0,49.0,0.0
5307,9.0,76.0,49.0,0.0
5308,9.0,77.0,31.0,0.0
5309,10.0,74.0,55.0,0.0
5310,9.0,75.0,52.0,0.0
5311,8.0,76.0,29.0,0.0
5312,10.0,76.0,23.0,0.0
5313,8.0,76.0,26.0,0.0
5314,9.0,74.0,37.0,0.0
5315,7.0,77.0,47.0,0.0
5316,9.0,76.0,41.0,0.0
5317,8.0,78.0,56.0,0.0
5318,9.0,77.0,37.0,0.0
5319,8.0,75.0,36.0,0.0
5320,9.0,72.0,49.0,0.0
5321,9.0,77.0,40.0,0.0
5322,9.0,76.0,33.0,0.0
5323,7.0,73.0,43.0,0.0
5324,8.0,73.0,44.0,0.0
5325,8.0,73.0,38.0,0.0
5326,10.0,79.0,27.0,0.0
5327,9.0,77.0,44.0,0.0
5328,8.0,80.0,53.0,0.0
5329,9.0,75.0,44.0,380874.0
5330,7.0,77.0,26.0,0.0
5331,9.0,75.0,35.0,0.0
5332,7.0,75.0,41.0,0.0
5333,7.0,77.0,43.0,0.0
5334,9.0,77.0,26.0,0.0
5335,10.0,79.0,45.0,617348.0
5336,8.0,73.0,24.0,0.0
5337,10.0,76.0,39.0,0.0
5338,7.0,76.0,37.0,0.0
5339,9.0,74.0,43.0,0.0
5340,7.0,74.0,33.0,0.0
5341,9.0,78.0,55.0,0.0
5342,10.0,79.0,43.0,0.0
5343,9.0,74.0,30.0,0.0
5344,10.0,77.0,25.0,0.0
5345,8.0,72.0,54.0,0.0
5346,8.0,77.0,56.0,293170.0
5347,7.0,76.0,36.0,0.0
5348,9.0,81.0,42.0,513767.0
5349,9.0,77.0,41.0,0.0
5350,8.0,78.0,34.0,0.0
5351,8.0,76.0,41.0,0.0
5352,9.0,76.0,40.0,0.0
5353,8.0,77.0,52.0,290708.0
5354,7.0,76.0,52.0,0.0
5355,10.0,73.0,44.0,0.0
5356,10.0,79.0,32.0,0.0
5357,8.0,76.0,30.0,0.0
5358,10.0,74.0,36.0,0.0
5359,7.0,76.0,25.0,0.0
5360,10.0,73.0,58.0,0.0
5361,9.0,77.0,42.0,0.0
5362,9.0,75.0,12.0,0.0
5363,8.0,75.0,16.0,0.0
5364,7.0,76.0,44.0,0.0
5365,9.0,77.0,49.0,0.0
5366,9.0,74.0,40.0,0.0
5367,9.0,77.0,55.0,0.0
5368,9.0,75.0,50.0,0.0
5369,8.0,72.0,47.0,0.0
5370,8.0,75.0,62.0,0.0
5371,8.0,72.0,38.0,0.0
5372,7.0,79.0,41.0,0.0
5373,9.0,77.0,49.0,0.0
5374,9.0,78.0,41.0,0.0
5375,10.0,73.0,37.0,0.0
5376,7.0,75.0,43.0,0.0
5377,8.0,74.0,24.0,0.0
5378,10.0,76.0,50.0,0.0
5379,8.0,78.0,25.0,0.0
5380,9.0,78.0,41.0,0.0
5381,8.0,76.0,52.0,0.0
5382,10.0,75.0,53.0,0.0
5383,8.0,75.0,48.0,0.0
5384,9.0,79.0,24.0,0.0
5385,10.0,79.0,39.0,802561.0
5386,8.0,77.0,41.0,0.0
5387,8.0,76.0,44.0,0.0
5388,9.0,74.0,35.0,0.0
5389,9.0,76.0,51.0,0.0
5390,8.0,76.0,28.0,0.0
5391,9.0,79.0,33.0,0.0
5392,9.0,78.0,36.0,0.0
5393,8.0,76.0,52.0,0.0
5394,7.0,77.0,38.0,0.0
5395,9.0,76.0,59.0,0.0
5396,10.0,77.0,29.0,0.0
5397,7.0,76.0,42.0,0.0
5398,10.0,75.0,34.0,0.0
5399,10.0,77.0,44.0,0.0
5400,9.0,74.0,25.0,0.0
5401,10.0,78.0,54.0,0.0
5402,8.0,80.0,39.0,0.0
5403,10.0,74.0,43.0,0.0
5404,9.0,77.0,51.0,0.0
5405,8.0,76.0,48.0,0.0
5406,7.0,78.0,37.0,0.0
5407,8.0,73.0,44.0,0.0
5408,10.0,76.0,48.0,569010.0
5409,10.0,73.0,55.0,814383.0
5410,10.0,76.0,30.0,0.0
5411,7.0,77.0,40.0,0.0
5412,9.0,74.0,57.0,0.0
5413,9.0,75.0,26.0,0.0
5414,8.0,75.0,26.0,0.0
5415,9.0,74.0,40.0,0.0
5416,8.0,75.0,27.0,0.0
5417,8.0,77.0,41.0,0.0
5418,9.0,78.0,37.0,0.0
5419,9.0,75.0,56.0,0.0
5420,7.0,74.0,49.0,0.0
5421,7.0,72.0,38.0,0.0
5422,8.0,78.0,41.0,0.0
5423,7.0,77.0,55.0,0.0
5424,10.0,74.0,51.0,432526.0
5425,9.0,77.0,63.0,496840.0
5426,7.0,76.0,39.0,0.0
5427,10.0,78.0,25.0,0.0
5428,8.0,72.0,51.0,0.0
5429,10.0,77.0,32.0,0.0
5430,7.0,76.0,50.0,0.0
5431,10.0,77.0,48.0,690403.0
5432,9.0,76.0,31.0,0.0
5433,8.0,76.0,43.0,0.0
5434,7.0,75.0,59.0,0.0
5435,7.0,78.0,37.0,0.0
5436,9.0,80.0,43.0,0.0
5437,8.0,76.0,39.0,0.0
5438,8.0,77.0,51.0,0.0
5439,9.0,79.0,25.0,0.0
5440,10.0,77.0,32.0,0.0
5441,10.0,77.0,40.0,0.0
5442,9.0,77.0,41.0,0.0
5443,8.0,75.0,33.0,0.0
5444,8.0,78.0,30.0,0.0
5445,8.0,75.0,51.0,0.0
5446,8.0,74.0,53.0,0.0
5447,8.0,78.0,25.0,0.0
5448,8.0,79.0,49.0,0.0
5449,8.0,76.0,44.0,0.0
5450,7.0,77.0,27.0,0.0
5451,9.0,74.0,46.0,0.0
5452,10.0,75.0,36.0,0.0
5453,8.0,76.0,47.0,0.0
5454,8.0,75.0,42.0,0.0
5455,8.0,79.0,33.0,0.0
5456,8.0,78.0,49.0,0.0
5457,9.0,80.0,29.0,0.0
5458,10.0,73.0,40.0,0.0
5459,10.0,76.0,48.0,0.0
5460,10.0,74.0,38.0,0.0
5461,9.0,75.0,34.0,0.0
5462,7.0,75.0,42.0,0.0
5463,8.0,76.0,50.0,0.0
5464,10.0,75.0,32.0,0.0
5465,8.0,76.0,29.0,0.0
5466,9.0,77.0,48.0,0.0
5467,9.0,78.0,50.0,0.0
5468,9.0,75.0,52.0,0.0
5469,9.0,78.0,29.0,0.0
5470,8.0,75.0,77.0,323516.0
5471,9.0,74.0,40.0,0.0
5472,7.0,78.0,53.0,0.0
5473,9.0,71.0,33.0,0.0
5474,8.0,73.0,34.0,0.0
5475,7.0,79.0,30.0,0.0
5476,8.0,76.0,28.0,0.0
5477,8.0,77.0,33.0,0.0
5478,10.0,73.0,39.0,0.0
5479,7.0,75.0,43.0,0.0
5480,7.0,78.0,52.0,0.0
5481,10.0,78.0,57.0,722988.0
5482,8.0,75.0,49.0,0.0
5483,7.0,77.0,49.0,0.0
5484,8.0,74.0,36.0,0.0
5485,8.0,80.0,24.0,0.0
5486,8.0,70.0,31.0,0.0
5487,9.0,77.0,44.0,0.0
5488,8.0,74.0,44.0,0.0
5489,10.0,73.0,49.0,0.0
5490,8.0,78.0,25.0,0.0
5491,9.0,75.0,52.0,436169.0
5492,8.0,76.0,30.0,0.0
5493,9.0,73.0,30.0,0.0
5494,9.0,75.0,45.0,0.0
5495,8.0,76.0,53.0,0.0
5496,10.0,78.0,33.0,0.0
5497,9.0,77.0,53.0,0.0
5498,8.0,77.0,46.0,0.0
5499,9.0,76.0,44.0,0.0
5500,7.0,74.0,46.0,0.0
5501,8.0,80.0,36.0,0.0
5502,9.0,73.0,39.0,0.0
5503,10.0,76.0,46.0,0.0
5504,8.0,77.0,48.0,0.0
5505,8.0,73.0,31.0,0.0
5506,9.0,76.0,60.0,453282.0
5507,9.0,78.0,34.0,0.0
5508,7.0,73.0,44.0,0.0
5509,8.0,76.0,39.0,0.0
5510,9.0,76.0,49.0,729837.0
5511,8.0,76.0,44.0,0.0
5512,8.0,76.0,18.0,0.0
5513,8.0,74.0,41.0,0.0
5514,8.0,76.0,61.0,0.0
5515,9.0,77.0,30.0,0.0
5516,9.0,79.0,60.0,623001.0
5517,8.0,79.0,63.0,379005.0
5518,9.0,82.0,42.0,0.0
5519,9.0,79.0,33.0,0.0
5520,7.0,76.0,35.0,0.0
5521,10.0,75.0,24.0,0.0
5522,7.0,73.0,39.0,0.0
5523,10.0,77.0,33.0,0.0
5524,9.0,78.0,30.0,0.0
5525,10.0,75.0,44.0,622734.0
5526,9.0,77.0,40.0,0.0
5527,8.0,71.0,43.0,0.0
5528,8.0,80.0,36.0,0.0
5529,9.0,75.0,28.0,0.0
5530,10.0,73.0,34.0,0.0
5531,7.0,77.0,38.0,0.0
5532,8.0,73.0,32.0,0.0
5533,8.0,76.0,52.0,0.0
5534,10.0,76.0,41.0,0.0
5535,8.0,77.0,32.0,0.0
5536,10.0,75.0,49.0,0.0
5537,9.0,74.0,45.0,0.0
5538,10.0,77.0,52.0,874172.0
5539,8.0,77.0,48.0,0.0
5540,10.0,76.0,40.0,0.0
5541,10.0,72.0,29.0,0.0
5542,9.0,76.0,15.0,0.0
5543,10.0,75.0,39.0,0.0
5544,8.0,80.0,37.0,0.0
5545,8.0,74.0,48.0,0.0
5546,9.0,71.0,24.0,0.0
5547,9.0,73.0,28.0,0.0
5548,9.0,80.0,39.0,0.0
5549,8.0,75.0,36.0,0.0
5550,10.0,77.0,28.0,0.0
5551,7.0,72.0,36.0,0.0
5552,9.0,78.0,44.0,0.0
5553,8.0,76.0,42.0,0.0
5554,9.0,76.0,43.0,0.0
5555,8.0,73.0,46.0,0.0
5556,8.0,77.0,23.0,0.0
5557,9.0,75.0,51.0,0.0
5558,9.0,79.0,22.0,0.0
5559,8.0,77.0,46.0,0.0
5560,9.0,77.0,18.0,0.0
5561,8.0,75.0,36.0,0.0
5562,7.0,75.0,48.0,0.0
5563,9.0,78.0,31.0,0.0
5564,9.0,76.0,37.0,0.0
5565,9.0,75.0,25.0,0.0
5566,10.0,72.0,17.0,0.0
5567,9.0,79.0,54.0,0.0
5568,9.0,76.0,59.0,0.0
5569,10.0,76.0,35.0,0.0
5570,10.0,75.0,19.0,0.0
5571,8.0,77.0,38.0,0.0
5572,10.0,76.0,36.0,0.0
5573,8.0,76.0,46.0,0.0
5574,7.0,77.0,27.0,0.0
5575,9.0,76.0,49.0,0.0
5576,9.0,76.0,29.0,0.0
5577,8.0,79.0,33.0,0.0
5578,7.0,80.0,37.0,0.0
5579,9.0,72.0,45.0,0.0
5580,8.0,76.0,31.0,0.0
5581,9.0,73.0,34.0,292622.0
5582,10.0,77.0,52.0,0.0
5583,7.0,77.0,39.0,0.0
5584,8.0,76.0,35.0,0.0
5585,7.0,75.0,23.0,0.0
5586,10.0,79.0,35.0,0.0
5587,9.0,77.0,32.0,0.0
5588,9.0,74.0,54.0,0.0
5589,9.0,79.0,34.0,0.0
5590,8.0,75.0,35.0,0.0
5591,10.0,77.0,28.0,0.0
5592,7.0,78.0,41.0,0.0
5593,9.0,74.0,44.0,0.0
5594,8.0,75.0,35.0,0.0
5595,9.0,78.0,48.0,0.0
5596,8.0,76.0,44.0,0.0
5597,8.0,79.0,33.0,0.0
5598,9.0,77.0,53.0,0.0
5599,8.0,74.0,43.0,0.0
5600,8.0,76.0,25.0,0.0
5601,7.0,76.0,28.0,0.0
5602,9.0,75.0,45.0,410567.0
5603,8.0,77.0,36.0,0.0
5604,9.0,77.0,45.0,0.0
5605,10.0,78.0,35.0,0.0
5606,8.0,75.0,36.0,0.0
5607,9.0,80.0,65.0,693303.0
5608,10.0,77.0,36.0,0.0
5609,10.0,79.0,40.0,0.0
5610,9.0,76.0,27.0,0.0
5611,8.0,74.0,24.0,0.0
5612,10.0,77.0,37.0,0.0
5613,9.0,78.0,29.0,0.0
5614,8.0,74.0,44.0,0.0
5615,8.0,77.0,37.0,0.0
5616,8.0,78.0,32.0,0.0
5617,10.0,78.0,38.0,0.0
5618,8.0,77.0,42.0,0.0
5619,9.0,73.0,26.0,0.0
5620,9.0,76.0,24.0,0.0
5621,7.0,77.0,42.0,0.0
5622,9.0,79.0,38.0,289524.0
5623,7.0,75.0,52.0,0.0
5624,7.0,75.0,38.0,0.0
5625,9.0,76.0,50.0,0.0
5626,8.0,77.0,38.0,0.0
5627,9.0,78.0,33.0,0.0
5628,10.0,77.0,38.0,0.0
5629,10.0,79.0,49.0,745490.0
5630,9.0,73.0,47.0,0.0
5631,8.0,75.0,36.0,0.0
5632,7.0,79.0,41.0,0.0
5633,10.0,76.0,38.0,0.0
5634,7.0,78.0,62.0,0.0
5635,8.0,76.0,30.0,0.0
5636,7.0,76.0,40.0,0.0
5637,7.0,77.0,36.0,0.0
